Time,0,1,2,3,4
00:00:00,0.01694915253571353,0.0,0.3969103578100536,0.1903609498947404,0.5769675926144205
01:00:00,0.023405972560629013,0.0,0.5276866232898622,0.3784742006930969,0.7773437499777175
02:00:00,0.028601694912664483,0.0,0.6193081604909786,0.3883945092662846,0.7026353276192833
03:00:00,0.009180790960760282,0.0,0.7835088381553295,0.6798104506052398,0.7162698413018554
04:00:00,0.00847457627118644,0.0,0.7365781610420026,0.7190906315826124,0.7196180555400942
05:00:00,0.00847457627118644,0.0,0.6018330137085803,0.7242014113292521,0.6700336700670871
06:00:00,0.00847457627118644,0.4815270935348427,0.7298780147851801,0.7610934638394481,0.7014687101205107
07:00:00,0.014015645372602092,0.6597701150798184,0.7924471640790021,0.7221865314105653,0.8611111110921496
08:00:00,0.058344198174023636,0.713662156249225,0.7543216360917414,0.7550337228854346,0.8186728394912167
09:00:00,0.07944915253848826,0.4451410658066351,0.6534782242439156,0.7210876303312693,0.7809523809848111
10:00:00,0.05508474574495356,0.3664795509193605,0.7237494364802906,0.6971750472007661,0.7738095237924772
11:00:00,0.03283898304751779,0.32342449463895984,0.6618072403585744,0.7556776556686499,0.7573529411632026
12:00:00,0.02165725046982322,0.19940029984939203,0.6440092166293502,0.7263193021838277,0.7312091503499092
13:00:00,0.017719568567760004,0.2107279693437526,0.6380952380765286,0.6708500494139349,0.7022058823430972
14:00:00,0.02259887005748376,0.2068965517051227,0.5977891156295089,0.6439059638195366,0.7205387205281374
15:00:00,0.01246261216347875,0.156079854811439,0.5855442177214648,0.6878810455249149,0.6895424836832427
16:00:00,0.01318267419951373,0.1532567049732603,0.612585033995965,0.7058986989942765,0.7331649831517542
17:00:00,0.009970089730469619,0.15063520871663794,0.6154761904530263,0.6767738981365976,0.7170634920489402
18:00:00,0.021186440677596133,0.1100795755922207,0.6578231292990984,0.7099754765179328,0.7581699346721948
19:00:00,0.015254237290266589,0.23563218390403165,0.25796835586722555,0.6765189836540337,0.8559027777068366
20:00:00,0.00847457627118644,0.0,0.020408163265306124,0.7052877230210884,0.0
21:00:00,0.01694915254237288,0.0,0.0,0.698375280650459,0.11149691358870745
22:00:00,0.0,0.0,0.0,0.5761209254812882,0.5080477673824099
23:00:00,0.0,0.0,0.07377049179118539,0.5604144511338335,0.7393162393015275
